Time resolution is 1 ps
clock_counter=       1573, di_re=xxxxxxxxxxxxxx, do_re=00000000010011, do_im=11111111010110
clock_counter=       1574, di_re=xxxxxxxxxxxxxx, do_re=11111110011010, do_im=00000000110000
clock_counter=       1575, di_re=xxxxxxxxxxxxxx, do_re=00000001000001, do_im=00000001110000
clock_counter=       1576, di_re=xxxxxxxxxxxxxx, do_re=00000000101101, do_im=11111111011101
clock_counter=       1577, di_re=xxxxxxxxxxxxxx, do_re=11111111110111, do_im=11111111011000
clock_counter=       1578, di_re=xxxxxxxxxxxxxx, do_re=00000000010110, do_im=00000000010001
clock_counter=       1579, di_re=xxxxxxxxxxxxxx, do_re=11111111110111, do_im=11111111110100
clock_counter=       1580, di_re=xxxxxxxxxxxxxx, do_re=00000000111001, do_im=11111111110001
clock_counter=       1581, di_re=xxxxxxxxxxxxxx, do_re=00000000001011, do_im=11111111010111
clock_counter=       1582, di_re=xxxxxxxxxxxxxx, do_re=11111111011000, do_im=00000000001111
clock_counter=       1583, di_re=xxxxxxxxxxxxxx, do_re=11111111100010, do_im=00000000000100
clock_counter=       1584, di_re=xxxxxxxxxxxxxx, do_re=00000000100011, do_im=00000000010101
clock_counter=       1585, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=11111111101010
clock_counter=       1586, di_re=xxxxxxxxxxxxxx, do_re=11111111110101, do_im=00000001010111
clock_counter=       1587, di_re=xxxxxxxxxxxxxx, do_re=11111111011011, do_im=11111111110101
clock_counter=       1588, di_re=xxxxxxxxxxxxxx, do_re=00000000011000, do_im=00000000111011
clock_counter=       1589, di_re=xxxxxxxxxxxxxx, do_re=00000000010001, do_im=11111111110100
clock_counter=       1590, di_re=xxxxxxxxxxxxxx, do_re=11111110100001, do_im=00000010011001
clock_counter=       1591, di_re=xxxxxxxxxxxxxx, do_re=00000100001111, do_im=11111110100100
clock_counter=       1592, di_re=xxxxxxxxxxxxxx, do_re=00000000001100, do_im=11111111010111
clock_counter=       1593, di_re=xxxxxxxxxxxxxx, do_re=11111111011001, do_im=11111111101000
clock_counter=       1594, di_re=xxxxxxxxxxxxxx, do_re=00000000010111, do_im=00000000011110
clock_counter=       1595, di_re=xxxxxxxxxxxxxx, do_re=11111111100001, do_im=11111111110111
clock_counter=       1596, di_re=xxxxxxxxxxxxxx, do_re=00000000011001, do_im=11111111101000
clock_counter=       1597, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=11111111100001
clock_counter=       1598, di_re=xxxxxxxxxxxxxx, do_re=11111111101101, do_im=00000001010010
clock_counter=       1599, di_re=xxxxxxxxxxxxxx, do_re=11111111101110, do_im=00000001001101
clock_counter=       1600, di_re=xxxxxxxxxxxxxx, do_re=00000000101011, do_im=11111111101011
clock_counter=       1601, di_re=xxxxxxxxxxxxxx, do_re=11111111101000, do_im=11111111101111
clock_counter=       1602, di_re=xxxxxxxxxxxxxx, do_re=00000000100101, do_im=00000000100100
clock_counter=       1603, di_re=xxxxxxxxxxxxxx, do_re=11111111011011, do_im=00000000010101
clock_counter=       1604, di_re=xxxxxxxxxxxxxx, do_re=00000000110111, do_im=00000000001001
clock_counter=       1605, di_re=xxxxxxxxxxxxxx, do_re=00000000001001, do_im=11111111011110
clock_counter=       1606, di_re=xxxxxxxxxxxxxx, do_re=11111111110101, do_im=00000000001101
clock_counter=       1607, di_re=xxxxxxxxxxxxxx, do_re=11111111101010, do_im=11111111111110
clock_counter=       1608, di_re=xxxxxxxxxxxxxx, do_re=00000000010000, do_im=11111111111101
clock_counter=       1609, di_re=xxxxxxxxxxxxxx, do_re=11111111100101, do_im=11111111010001
clock_counter=       1610, di_re=xxxxxxxxxxxxxx, do_re=00000000010001, do_im=00000001010001
clock_counter=       1611, di_re=xxxxxxxxxxxxxx, do_re=11111110111110, do_im=00000000000110
clock_counter=       1612, di_re=xxxxxxxxxxxxxx, do_re=00000000101011, do_im=00000000010010
clock_counter=       1613, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=11111111110000
clock_counter=       1614, di_re=xxxxxxxxxxxxxx, do_re=11111111100100, do_im=00000001000100
clock_counter=       1615, di_re=xxxxxxxxxxxxxx, do_re=11111111111100, do_im=00000000000011
clock_counter=       1616, di_re=xxxxxxxxxxxxxx, do_re=00000000110110, do_im=00000000001100
clock_counter=       1617, di_re=xxxxxxxxxxxxxx, do_re=11111111111000, do_im=11111111011111
clock_counter=       1618, di_re=xxxxxxxxxxxxxx, do_re=11111111111010, do_im=00000000011010
clock_counter=       1619, di_re=xxxxxxxxxxxxxx, do_re=00000000000101, do_im=11111111101111
clock_counter=       1620, di_re=xxxxxxxxxxxxxx, do_re=00000000001010, do_im=00000000010011
clock_counter=       1621, di_re=xxxxxxxxxxxxxx, do_re=00000000101001, do_im=11111111001101
clock_counter=       1622, di_re=xxxxxxxxxxxxxx, do_re=11111010111001, do_im=11111111011100
clock_counter=       1623, di_re=xxxxxxxxxxxxxx, do_re=00000010011001, do_im=11111011011001
clock_counter=       1624, di_re=xxxxxxxxxxxxxx, do_re=00000000011001, do_im=11111111101111
clock_counter=       1625, di_re=xxxxxxxxxxxxxx, do_re=11111111011101, do_im=11111111100100
clock_counter=       1626, di_re=xxxxxxxxxxxxxx, do_re=00000000010011, do_im=00000000110110
clock_counter=       1627, di_re=xxxxxxxxxxxxxx, do_re=11111111001100, do_im=11111111110101
clock_counter=       1628, di_re=xxxxxxxxxxxxxx, do_re=00000000011100, do_im=00000000001111
clock_counter=       1629, di_re=xxxxxxxxxxxxxx, do_re=00000000000011, do_im=11111111100001
clock_counter=       1630, di_re=xxxxxxxxxxxxxx, do_re=11111111110101, do_im=00000001010001
clock_counter=       1631, di_re=xxxxxxxxxxxxxx, do_re=00000000010110, do_im=00000000110110
clock_counter=       1632, di_re=xxxxxxxxxxxxxx, do_re=00000000101111, do_im=11111111110011
clock_counter=       1633, di_re=xxxxxxxxxxxxxx, do_re=00000000000001, do_im=11111111011111
clock_counter=       1634, di_re=xxxxxxxxxxxxxx, do_re=00000000000011, do_im=00000000100010
clock_counter=       1635, di_re=xxxxxxxxxxxxxx, do_re=11111111110001, do_im=11111111111010
clock_counter=       1636, di_re=xxxxxxxxxxxxxx, do_re=00000000100111, do_im=00000000010001
clock_counter=       1637, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=11111111011101
clock_counter=       1638, di_re=xxxxxxxxxxxxxx, do_re=11111110101101, do_im=00000000000001
clock_counter=       1639, di_re=xxxxxxxxxxxxxx, do_re=11111111100100, do_im=00000000111110
clock_counter=       1640, di_re=xxxxxxxxxxxxxx, do_re=00000000110001, do_im=11111111101001
clock_counter=       1641, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=11111111011110
clock_counter=       1642, di_re=xxxxxxxxxxxxxx, do_re=00000000100001, do_im=00000000100001
clock_counter=       1643, di_re=xxxxxxxxxxxxxx, do_re=11111111100101, do_im=11111111111101
clock_counter=       1644, di_re=xxxxxxxxxxxxxx, do_re=00000000111011, do_im=00000000001001
clock_counter=       1645, di_re=xxxxxxxxxxxxxx, do_re=00000000010001, do_im=11111111010110
clock_counter=       1646, di_re=xxxxxxxxxxxxxx, do_re=11111111111010, do_im=00000000011011
clock_counter=       1647, di_re=xxxxxxxxxxxxxx, do_re=11111111111010, do_im=00000000001000
clock_counter=       1648, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=00000000001011
clock_counter=       1649, di_re=xxxxxxxxxxxxxx, do_re=11111111110111, do_im=11111111100010
clock_counter=       1650, di_re=xxxxxxxxxxxxxx, do_re=11111111011101, do_im=00000001000110
clock_counter=       1651, di_re=xxxxxxxxxxxxxx, do_re=11111111100101, do_im=11111111101111
clock_counter=       1652, di_re=xxxxxxxxxxxxxx, do_re=00000000001100, do_im=00000000101111
clock_counter=       1653, di_re=xxxxxxxxxxxxxx, do_re=00000000010010, do_im=11111111101100
clock_counter=       1654, di_re=xxxxxxxxxxxxxx, do_re=11111100010000, do_im=00000001110111
clock_counter=       1655, di_re=xxxxxxxxxxxxxx, do_re=00000011100110, do_im=00000001011000
clock_counter=       1656, di_re=xxxxxxxxxxxxxx, do_re=00000000001001, do_im=11111111001111
clock_counter=       1657, di_re=xxxxxxxxxxxxxx, do_re=11111111100001, do_im=11111111111001
clock_counter=       1658, di_re=xxxxxxxxxxxxxx, do_re=00000000011110, do_im=00000000000100
clock_counter=       1659, di_re=xxxxxxxxxxxxxx, do_re=11111111111110, do_im=00000000001110
clock_counter=       1660, di_re=xxxxxxxxxxxxxx, do_re=00000000100011, do_im=11111111010010
clock_counter=       1661, di_re=xxxxxxxxxxxxxx, do_re=11111111101010, do_im=11111111101010
clock_counter=       1662, di_re=xxxxxxxxxxxxxx, do_re=11111111101010, do_im=00000000110001
clock_counter=       1663, di_re=xxxxxxxxxxxxxx, do_re=11111111100001, do_im=00000000110001
clock_counter=       1664, di_re=xxxxxxxxxxxxxx, do_re=00000000011000, do_im=11111111101001
clock_counter=       1665, di_re=xxxxxxxxxxxxxx, do_re=11111111010101, do_im=11111111110111
clock_counter=       1666, di_re=xxxxxxxxxxxxxx, do_re=00000000101001, do_im=00000000101110
clock_counter=       1667, di_re=xxxxxxxxxxxxxx, do_re=11111111001101, do_im=00000000011000
clock_counter=       1668, di_re=xxxxxxxxxxxxxx, do_re=00000000101110, do_im=00000000001000
clock_counter=       1669, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=11111111100010
clock_counter=       1670, di_re=xxxxxxxxxxxxxx, do_re=00000000010001, do_im=00000001010001
clock_counter=       1671, di_re=xxxxxxxxxxxxxx, do_re=00000000011011, do_im=11111111101101
clock_counter=       1672, di_re=xxxxxxxxxxxxxx, do_re=00000000001110, do_im=11111111101100
clock_counter=       1673, di_re=xxxxxxxxxxxxxx, do_re=11111111110100, do_im=11111111000110
clock_counter=       1674, di_re=xxxxxxxxxxxxxx, do_re=11111111110100, do_im=00000001001011
clock_counter=       1675, di_re=xxxxxxxxxxxxxx, do_re=11111111000001, do_im=11111111100010
clock_counter=       1676, di_re=xxxxxxxxxxxxxx, do_re=00000000100010, do_im=00000000001001
clock_counter=       1677, di_re=xxxxxxxxxxxxxx, do_re=00000000011010, do_im=11111111111000
clock_counter=       1678, di_re=xxxxxxxxxxxxxx, do_re=11111111000010, do_im=00000001010010
clock_counter=       1679, di_re=xxxxxxxxxxxxxx, do_re=11111111101100, do_im=00000000010001
clock_counter=       1680, di_re=xxxxxxxxxxxxxx, do_re=00000000110001, do_im=00000000011000
clock_counter=       1681, di_re=xxxxxxxxxxxxxx, do_re=11111111111000, do_im=11111111100001
clock_counter=       1682, di_re=xxxxxxxxxxxxxx, do_re=00000000010001, do_im=00000000100101
clock_counter=       1683, di_re=xxxxxxxxxxxxxx, do_re=11111111111010, do_im=00000000000011
clock_counter=       1684, di_re=xxxxxxxxxxxxxx, do_re=00000000011001, do_im=00000000010011
clock_counter=       1685, di_re=xxxxxxxxxxxxxx, do_re=00000000110101, do_im=11111111011110
clock_counter=       1686, di_re=xxxxxxxxxxxxxx, do_re=11111011101101, do_im=11111100010000
clock_counter=       1687, di_re=xxxxxxxxxxxxxx, do_re=11111111111110, do_im=11111011000110
clock_counter=       1688, di_re=xxxxxxxxxxxxxx, do_re=00000000001110, do_im=11111111010001
clock_counter=       1689, di_re=xxxxxxxxxxxxxx, do_re=11111110111011, do_im=11111111111011
clock_counter=       1690, di_re=xxxxxxxxxxxxxx, do_re=00000000111011, do_im=00000000100110
clock_counter=       1691, di_re=xxxxxxxxxxxxxx, do_re=11111111011001, do_im=00000000010111
clock_counter=       1692, di_re=xxxxxxxxxxxxxx, do_re=00000000011001, do_im=11111111100001
clock_counter=       1693, di_re=xxxxxxxxxxxxxx, do_re=11111111101001, do_im=11111111100111
clock_counter=       1694, di_re=xxxxxxxxxxxxxx, do_re=00000001011101, do_im=00000001100001
clock_counter=       1695, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=00000000001010
clock_counter=       1696, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=11111111001111
clock_counter=       1697, di_re=xxxxxxxxxxxxxx, do_re=11111111101000, do_im=11111111100010
clock_counter=       1698, di_re=xxxxxxxxxxxxxx, do_re=00000000101010, do_im=00000000001111
clock_counter=       1699, di_re=xxxxxxxxxxxxxx, do_re=11111111100110, do_im=00000000100001
clock_counter=       1700, di_re=xxxxxxxxxxxxxx, do_re=00000001000111, do_im=11111111101101
clock_counter=       1701, di_re=xxxxxxxxxxxxxx, do_re=11111111110010, do_im=11111110111101
clock_counter=       1702, di_re=xxxxxxxxxxxxxx, do_re=11111110101101, do_im=00000001101100
clock_counter=       1703, di_re=xxxxxxxxxxxxxx, do_re=11111111011101, do_im=00000001011010
clock_counter=       1704, di_re=xxxxxxxxxxxxxx, do_re=00000000100101, do_im=11111111000110
clock_counter=       1705, di_re=xxxxxxxxxxxxxx, do_re=11111111011011, do_im=11111111100011
clock_counter=       1706, di_re=xxxxxxxxxxxxxx, do_re=00000000111110, do_im=00000000000100
clock_counter=       1707, di_re=xxxxxxxxxxxxxx, do_re=11111111101111, do_im=00000000011111
clock_counter=       1708, di_re=xxxxxxxxxxxxxx, do_re=00000001000110, do_im=11111111000110
clock_counter=       1709, di_re=xxxxxxxxxxxxxx, do_re=11111111101110, do_im=11111111010011
clock_counter=       1710, di_re=xxxxxxxxxxxxxx, do_re=00000000110101, do_im=00000001011000
clock_counter=       1711, di_re=xxxxxxxxxxxxxx, do_re=00000000000100, do_im=11111111110100
clock_counter=       1712, di_re=xxxxxxxxxxxxxx, do_re=00000000010100, do_im=11111111100101
clock_counter=       1713, di_re=xxxxxxxxxxxxxx, do_re=11111111010110, do_im=11111111110001
clock_counter=       1714, di_re=xxxxxxxxxxxxxx, do_re=00000000101001, do_im=00000001001001
clock_counter=       1715, di_re=xxxxxxxxxxxxxx, do_re=11111110111111, do_im=00000000010001
clock_counter=       1716, di_re=xxxxxxxxxxxxxx, do_re=00000000110110, do_im=00000000100010
clock_counter=       1717, di_re=xxxxxxxxxxxxxx, do_re=11111111110110, do_im=11111111001101
clock_counter=       1718, di_re=xxxxxxxxxxxxxx, do_re=11111100111100, do_im=00000011100010
clock_counter=       1719, di_re=xxxxxxxxxxxxxx, do_re=00000011111010, do_im=00000000000000
clock_counter=       1720, di_re=xxxxxxxxxxxxxx, do_re=11111111011010, do_im=11111111000110
clock_counter=       1721, di_re=xxxxxxxxxxxxxx, do_re=11111111010001, do_im=00000000011101
clock_counter=       1722, di_re=xxxxxxxxxxxxxx, do_re=00000000100100, do_im=11111111011100
clock_counter=       1723, di_re=xxxxxxxxxxxxxx, do_re=00000000100001, do_im=00000000100111
clock_counter=       1724, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=11111110010111
clock_counter=       1725, di_re=xxxxxxxxxxxxxx, do_re=11111111000110, do_im=00000000001101
clock_counter=       1726, di_re=xxxxxxxxxxxxxx, do_re=00000001001100, do_im=00000001001111
clock_counter=       1727, di_re=xxxxxxxxxxxxxx, do_re=00000000010010, do_im=00000000100111
clock_counter=       1728, di_re=xxxxxxxxxxxxxx, do_re=11111111101100, do_im=11111111001001
clock_counter=       1729, di_re=xxxxxxxxxxxxxx, do_re=11111111000111, do_im=00000000101000
clock_counter=       1730, di_re=xxxxxxxxxxxxxx, do_re=00000001011111, do_im=11111111110000
clock_counter=       1731, di_re=xxxxxxxxxxxxxx, do_re=11111111011001, do_im=00000001011100
clock_counter=       1732, di_re=xxxxxxxxxxxxxx, do_re=00000000111011, do_im=11111111010101
clock_counter=       1733, di_re=xxxxxxxxxxxxxx, do_re=11111111000011, do_im=11111111100000
clock_counter=       1734, di_re=xxxxxxxxxxxxxx, do_re=00000000011111, do_im=00000001011111
clock_counter=       1735, di_re=xxxxxxxxxxxxxx, do_re=11111111100100, do_im=11111111011001
clock_counter=       1736, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=11111111010111
clock_counter=       1737, di_re=xxxxxxxxxxxxxx, do_re=11111111010011, do_im=11111111010010
clock_counter=       1738, di_re=xxxxxxxxxxxxxx, do_re=00000000100111, do_im=00000000111100
clock_counter=       1739, di_re=xxxxxxxxxxxxxx, do_re=11111110101110, do_im=00000000011010
clock_counter=       1740, di_re=xxxxxxxxxxxxxx, do_re=00000000110101, do_im=11111111011011
clock_counter=       1741, di_re=xxxxxxxxxxxxxx, do_re=11111111111110, do_im=11111111101010
clock_counter=       1742, di_re=xxxxxxxxxxxxxx, do_re=00000000001100, do_im=00000010101000
clock_counter=       1743, di_re=xxxxxxxxxxxxxx, do_re=00000000010100, do_im=00000000001110
clock_counter=       1744, di_re=xxxxxxxxxxxxxx, do_re=00000000110001, do_im=11111111100001
clock_counter=       1745, di_re=xxxxxxxxxxxxxx, do_re=11111111010101, do_im=11111111101011
clock_counter=       1746, di_re=xxxxxxxxxxxxxx, do_re=00000001010001, do_im=00000000100100
clock_counter=       1747, di_re=xxxxxxxxxxxxxx, do_re=11111111011111, do_im=00000000010010
clock_counter=       1748, di_re=xxxxxxxxxxxxxx, do_re=00000000110100, do_im=00000000000001
clock_counter=       1749, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=11111110110010
clock_counter=       1750, di_re=xxxxxxxxxxxxxx, do_re=11111010010000, do_im=11111110101011
clock_counter=       1751, di_re=xxxxxxxxxxxxxx, do_re=00000011100000, do_im=11111100101111
clock_counter=       1752, di_re=xxxxxxxxxxxxxx, do_re=00000000011001, do_im=11111111101011
clock_counter=       1753, di_re=xxxxxxxxxxxxxx, do_re=11111111100010, do_im=11111111011101
clock_counter=       1754, di_re=xxxxxxxxxxxxxx, do_re=00000000001100, do_im=00000000110011
clock_counter=       1755, di_re=xxxxxxxxxxxxxx, do_re=11111111010100, do_im=11111111100111
clock_counter=       1756, di_re=xxxxxxxxxxxxxx, do_re=00000000010111, do_im=00000000000111
clock_counter=       1757, di_re=xxxxxxxxxxxxxx, do_re=00000000000111, do_im=11111111100000
clock_counter=       1758, di_re=xxxxxxxxxxxxxx, do_re=11111111100111, do_im=00000001010101
clock_counter=       1759, di_re=xxxxxxxxxxxxxx, do_re=11111111111110, do_im=00000000111101
clock_counter=       1760, di_re=xxxxxxxxxxxxxx, do_re=00000000110010, do_im=11111111111001
clock_counter=       1761, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=11111111100100
clock_counter=       1762, di_re=xxxxxxxxxxxxxx, do_re=00000000001011, do_im=00000000100101
clock_counter=       1763, di_re=xxxxxxxxxxxxxx, do_re=11111111101011, do_im=00000000000000
clock_counter=       1764, di_re=xxxxxxxxxxxxxx, do_re=00000000101100, do_im=00000000010110
clock_counter=       1765, di_re=xxxxxxxxxxxxxx, do_re=00000000011111, do_im=11111111100011
clock_counter=       1766, di_re=xxxxxxxxxxxxxx, do_re=11111111000111, do_im=11111111111010
clock_counter=       1767, di_re=xxxxxxxxxxxxxx, do_re=11111111011001, do_im=00000000010110
clock_counter=       1768, di_re=xxxxxxxxxxxxxx, do_re=00000000110000, do_im=11111111101101
clock_counter=       1769, di_re=xxxxxxxxxxxxxx, do_re=11111111110001, do_im=11111111011100
clock_counter=       1770, di_re=xxxxxxxxxxxxxx, do_re=00000000011111, do_im=00000000101010
clock_counter=       1771, di_re=xxxxxxxxxxxxxx, do_re=11111111011010, do_im=11111111110110
clock_counter=       1772, di_re=xxxxxxxxxxxxxx, do_re=00000000110011, do_im=00000000010001
clock_counter=       1773, di_re=xxxxxxxxxxxxxx, do_re=00000000010101, do_im=11111111010111
clock_counter=       1774, di_re=xxxxxxxxxxxxxx, do_re=00000000000001, do_im=00000000101111
clock_counter=       1775, di_re=xxxxxxxxxxxxxx, do_re=11111111111101, do_im=00000000010100
clock_counter=       1776, di_re=xxxxxxxxxxxxxx, do_re=00000000011111, do_im=00000000001000
clock_counter=       1777, di_re=xxxxxxxxxxxxxx, do_re=11111111111011, do_im=11111111100001
clock_counter=       1778, di_re=xxxxxxxxxxxxxx, do_re=11111111011011, do_im=00000000111001
clock_counter=       1779, di_re=xxxxxxxxxxxxxx, do_re=11111111101000, do_im=11111111110010
clock_counter=       1780, di_re=xxxxxxxxxxxxxx, do_re=00000000001100, do_im=00000000101001
clock_counter=       1781, di_re=xxxxxxxxxxxxxx, do_re=00000000010101, do_im=11111111101011
clock_counter=       1782, di_re=xxxxxxxxxxxxxx, do_re=11111011010100, do_im=00000000110100
clock_counter=       1783, di_re=xxxxxxxxxxxxxx, do_re=00000010101000, do_im=00000010001111
clock_counter=       1784, di_re=xxxxxxxxxxxxxx, do_re=00000000001011, do_im=11111111001100
clock_counter=       1785, di_re=xxxxxxxxxxxxxx, do_re=11111111011110, do_im=00000000000011
clock_counter=       1786, di_re=xxxxxxxxxxxxxx, do_re=00000000101100, do_im=11111111111110
clock_counter=       1787, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000100011
clock_counter=       1788, di_re=xxxxxxxxxxxxxx, do_re=00000000110000, do_im=11111111001111
clock_counter=       1789, di_re=xxxxxxxxxxxxxx, do_re=11111111100011, do_im=11111111101010
clock_counter=       1790, di_re=xxxxxxxxxxxxxx, do_re=11111111110111, do_im=00000000100110
clock_counter=       1791, di_re=xxxxxxxxxxxxxx, do_re=11111111100111, do_im=00000000100110
clock_counter=       1792, di_re=xxxxxxxxxxxxxx, do_re=00000000010010, do_im=11111111100001
clock_counter=       1793, di_re=xxxxxxxxxxxxxx, do_re=11111111001011, do_im=11111111110010
clock_counter=       1794, di_re=xxxxxxxxxxxxxx, do_re=00000000100110, do_im=00000000110011
clock_counter=       1795, di_re=xxxxxxxxxxxxxx, do_re=11111111001000, do_im=00000000010101
clock_counter=       1796, di_re=xxxxxxxxxxxxxx, do_re=00000000101100, do_im=00000000000100
clock_counter=       1797, di_re=xxxxxxxxxxxxxx, do_re=11111111101010, do_im=11111111011010
clock_counter=       1798, di_re=xxxxxxxxxxxxxx, do_re=11111111111011, do_im=00000001111100
clock_counter=       1799, di_re=xxxxxxxxxxxxxx, do_re=00000000101111, do_im=11111111111111
clock_counter=       1800, di_re=xxxxxxxxxxxxxx, do_re=00000000010011, do_im=11111111100100
clock_counter=       1801, di_re=xxxxxxxxxxxxxx, do_re=11111111111111, do_im=11111111000110
clock_counter=       1802, di_re=xxxxxxxxxxxxxx, do_re=11111111101011, do_im=00000001000001
clock_counter=       1803, di_re=xxxxxxxxxxxxxx, do_re=11111111001101, do_im=11111111010101
clock_counter=       1804, di_re=xxxxxxxxxxxxxx, do_re=00000000100101, do_im=00000000000010
clock_counter=       1805, di_re=xxxxxxxxxxxxxx, do_re=00000000010111, do_im=11111111111101
clock_counter=       1806, di_re=xxxxxxxxxxxxxx, do_re=11111110101110, do_im=00000001001001
clock_counter=       1807, di_re=xxxxxxxxxxxxxx, do_re=11111111100011, do_im=00000000001100
clock_counter=       1808, di_re=xxxxxxxxxxxxxx, do_re=00000000101101, do_im=00000000011101
clock_counter=       1809, di_re=xxxxxxxxxxxxxx, do_re=11111111110101, do_im=11111111011111
clock_counter=       1810, di_re=xxxxxxxxxxxxxx, do_re=00000000010110, do_im=00000000110100
clock_counter=       1811, di_re=xxxxxxxxxxxxxx, do_re=11111111101110, do_im=00000000000110
clock_counter=       1812, di_re=xxxxxxxxxxxxxx, do_re=00000000011110, do_im=00000000010111
clock_counter=       1813, di_re=xxxxxxxxxxxxxx, do_re=00000000110110, do_im=11111111100111
clock_counter=       1814, di_re=xxxxxxxxxxxxxx, do_re=11111101000011, do_im=11111011000100
clock_counter=       1815, di_re=xxxxxxxxxxxxxx, do_re=11111100000101, do_im=00000001111011
clock_counter=       1816, di_re=xxxxxxxxxxxxxx, do_re=00000000011110, do_im=00000000000001
clock_counter=       1817, di_re=xxxxxxxxxxxxxx, do_re=00000000000011, do_im=11111111011110
clock_counter=       1818, di_re=xxxxxxxxxxxxxx, do_re=00000000000011, do_im=00000000100010
clock_counter=       1819, di_re=xxxxxxxxxxxxxx, do_re=11111111100010, do_im=11111111101000
clock_counter=       1820, di_re=xxxxxxxxxxxxxx, do_re=00000000010100, do_im=00000000010101
clock_counter=       1821, di_re=xxxxxxxxxxxxxx, do_re=00000000011011, do_im=11111111101100
clock_counter=       1822, di_re=xxxxxxxxxxxxxx, do_re=11111111100110, do_im=00000000011010
clock_counter=       1823, di_re=xxxxxxxxxxxxxx, do_re=11111111011011, do_im=11111111111100
clock_counter=       1824, di_re=xxxxxxxxxxxxxx, do_re=00000000011100, do_im=00000000001011
clock_counter=       1825, di_re=xxxxxxxxxxxxxx, do_re=00000000010000, do_im=11111111100011
clock_counter=       1826, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=00000000100001
clock_counter=       1827, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=11111111011110
clock_counter=       1828, di_re=xxxxxxxxxxxxxx, do_re=00000000001111, do_im=00000000011101
clock_counter=       1829, di_re=xxxxxxxxxxxxxx, do_re=00000000011101, do_im=11111111110111
clock_counter=       1830, di_re=xxxxxxxxxxxxxx, do_re=11111111010110, do_im=00000000000111
clock_counter=       1831, di_re=xxxxxxxxxxxxxx, do_re=11111111011100, do_im=11111101100011
clock_counter=       1832, di_re=xxxxxxxxxxxxxx, do_re=00000000100011, do_im=00000000001110
clock_counter=       1833, di_re=xxxxxxxxxxxxxx, do_re=11111111101100, do_im=11111111111000
clock_counter=       1834, di_re=xxxxxxxxxxxxxx, do_re=11111111011011, do_im=00000000010110
clock_counter=       1835, di_re=xxxxxxxxxxxxxx, do_re=00000000010010, do_im=11111111111101
clock_counter=       1836, di_re=xxxxxxxxxxxxxx, do_re=00000000001111, do_im=00000000111000
clock_counter=       1837, di_re=xxxxxxxxxxxxxx, do_re=11111111110111, do_im=11111111100100
clock_counter=       1838, di_re=xxxxxxxxxxxxxx, do_re=11111111111010, do_im=11111111111101
clock_counter=       1839, di_re=xxxxxxxxxxxxxx, do_re=00000000100000, do_im=11111111000111
clock_counter=       1840, di_re=xxxxxxxxxxxxxx, do_re=00000000110001, do_im=00000000011000
clock_counter=       1841, di_re=xxxxxxxxxxxxxx, do_re=00000000001101, do_im=11111111011100
clock_counter=       1842, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=11111111110001
clock_counter=       1843, di_re=xxxxxxxxxxxxxx, do_re=00000000001101, do_im=11111111110001
clock_counter=       1844, di_re=xxxxxxxxxxxxxx, do_re=11111111111111, do_im=00000000011101
clock_counter=       1845, di_re=xxxxxxxxxxxxxx, do_re=00000000110101, do_im=11111111100110
clock_counter=       1846, di_re=xxxxxxxxxxxxxx, do_re=00000010000011, do_im=00000001001010
clock_counter=       1847, di_re=xxxxxxxxxxxxxx, do_re=00000010110000, do_im=00000010001100
clock_counter=       1848, di_re=xxxxxxxxxxxxxx, do_re=00000000001011, do_im=11111111110110
clock_counter=       1849, di_re=xxxxxxxxxxxxxx, do_re=11111111100100, do_im=11111111100011
clock_counter=       1850, di_re=xxxxxxxxxxxxxx, do_re=00000000100111, do_im=00000000001000
clock_counter=       1851, di_re=xxxxxxxxxxxxxx, do_re=11111111001101, do_im=00000000100011
clock_counter=       1852, di_re=xxxxxxxxxxxxxx, do_re=00000000001011, do_im=11111111111110
clock_counter=       1853, di_re=xxxxxxxxxxxxxx, do_re=00000000001111, do_im=11111111011100
clock_counter=       1854, di_re=xxxxxxxxxxxxxx, do_re=00000000001101, do_im=00000000110011
clock_counter=       1855, di_re=xxxxxxxxxxxxxx, do_re=11111111110011, do_im=00000000111101
clock_counter=       1856, di_re=xxxxxxxxxxxxxx, do_re=00000000001011, do_im=11111111110101
clock_counter=       1857, di_re=xxxxxxxxxxxxxx, do_re=11111111111001, do_im=11111111011111
