Time resolution is 1 ps
clock_counter=        510, di_re=10000000010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        511, di_re=10000000010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        512, di_re=10000000010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        513, di_re=10000000001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        514, di_re=10000000001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        515, di_re=10000000001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        516, di_re=10000000000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        517, di_re=10000000000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        518, di_re=10000000000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        519, di_re=10000000000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        520, di_re=10000000000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        521, di_re=10000000000000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        522, di_re=10000000000000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        523, di_re=10000000000000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        524, di_re=10000000000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        525, di_re=10000000000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        526, di_re=10000000000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        527, di_re=10000000000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        528, di_re=10000000000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        529, di_re=10000000001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        530, di_re=10000000001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        531, di_re=10000000001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        532, di_re=10000000010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        533, di_re=10000000010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        534, di_re=10000000010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        535, di_re=10000000011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        536, di_re=10000000011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        537, di_re=10000000100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        538, di_re=10000000101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        539, di_re=10000000101101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        540, di_re=10000000110010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        541, di_re=10000000111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        542, di_re=10000000111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        543, di_re=10000001000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        544, di_re=10000001001011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        545, di_re=10000001010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        546, di_re=10000001011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        547, di_re=10000001100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        548, di_re=10000001101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        549, di_re=10000001110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        550, di_re=10000001111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        551, di_re=10000010000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        552, di_re=10000010001011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        553, di_re=10000010010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        554, di_re=10000010011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        555, di_re=10000010101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        556, di_re=10000010110010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        557, di_re=10000010111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        558, di_re=10000011000111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        559, di_re=10000011010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        560, di_re=10000011011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        561, di_re=10000011101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        562, di_re=10000011110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        563, di_re=10000100000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        564, di_re=10000100001111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        565, di_re=10000100011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        566, di_re=10000100101001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        567, di_re=10000100110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        568, di_re=10000101000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        569, di_re=10000101010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        570, di_re=10000101100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        571, di_re=10000101110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        572, di_re=10000101111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        573, di_re=10000110001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        574, di_re=10000110011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        575, di_re=10000110101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        576, di_re=10000110111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        577, di_re=10000111001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        578, di_re=10000111011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        579, di_re=10000111110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        580, di_re=10001000000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        581, di_re=10001000010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        582, di_re=10001000100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        583, di_re=10001000110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        584, di_re=10001001001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        585, di_re=10001001011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        586, di_re=10001001110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        587, di_re=10001010000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        588, di_re=10001010010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        589, di_re=10001010101011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        590, di_re=10001010111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        591, di_re=10001011010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        592, di_re=10001011101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        593, di_re=10001011111101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        594, di_re=10001100010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        595, di_re=10001100101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        596, di_re=10001100111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        597, di_re=10001101010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        598, di_re=10001101101011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        599, di_re=10001110000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        600, di_re=10001110011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        601, di_re=10001110110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        602, di_re=10001111001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        603, di_re=10001111011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        604, di_re=10001111110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        605, di_re=10010000010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        606, di_re=10010000101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        607, di_re=10010001000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        608, di_re=10010001011011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        609, di_re=10010001110100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        610, di_re=10010010001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        611, di_re=10010010101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        612, di_re=10010011000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        613, di_re=10010011011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        614, di_re=10010011110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        615, di_re=10010100010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        616, di_re=10010100101101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        617, di_re=10010101001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        618, di_re=10010101100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        619, di_re=10010110000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        620, di_re=10010110011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        621, di_re=10010110111010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        622, di_re=10010111010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        623, di_re=10010111110100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        624, di_re=10011000010001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        625, di_re=10011000101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        626, di_re=10011001001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        627, di_re=10011001101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        628, di_re=10011010001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        629, di_re=10011010100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        630, di_re=10011011000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        631, di_re=10011011100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        632, di_re=10011100000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        633, di_re=10011100100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        634, di_re=10011101000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        635, di_re=10011101100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        636, di_re=10011110000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        637, di_re=10011110100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        638, di_re=10011111000101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        639, di_re=10011111100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        640, di_re=10100000000111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        641, di_re=10100000101001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        642, di_re=10100001001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        643, di_re=10100001101100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        644, di_re=10100010001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        645, di_re=10100010110001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        646, di_re=10100011010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        647, di_re=10100011110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        648, di_re=10100100011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        649, di_re=10100100111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        650, di_re=10100101011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        651, di_re=10100110000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        652, di_re=10100110100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        653, di_re=10100111001011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        654, di_re=10100111101111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        655, di_re=10101000010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        656, di_re=10101000111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        657, di_re=10101001011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        658, di_re=10101010000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        659, di_re=10101010101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        660, di_re=10101011001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        661, di_re=10101011110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        662, di_re=10101100011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        663, di_re=10101100111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        664, di_re=10101101100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        665, di_re=10101110001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        666, di_re=10101110110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        667, di_re=10101111011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        668, di_re=10110000000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        669, di_re=10110000101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        670, di_re=10110001010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        671, di_re=10110001111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        672, di_re=10110010100000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        673, di_re=10110011001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        674, di_re=10110011110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        675, di_re=10110100011000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        676, di_re=10110101000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        677, di_re=10110101101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        678, di_re=10110110010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        679, di_re=10110110111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        680, di_re=10110111100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        681, di_re=10111000001111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        682, di_re=10111000111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        683, di_re=10111001100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        684, di_re=10111010001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        685, di_re=10111010110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        686, di_re=10111011100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        687, di_re=10111100001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        688, di_re=10111100110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        689, di_re=10111101100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        690, di_re=10111110001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        691, di_re=10111110111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        692, di_re=10111111100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        693, di_re=11000000001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        694, di_re=11000000111010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        695, di_re=11000001100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        696, di_re=11000010010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        697, di_re=11000010111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        698, di_re=11000011101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        699, di_re=11000100010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        700, di_re=11000101000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        701, di_re=11000101110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        702, di_re=11000110011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        703, di_re=11000111001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        704, di_re=11000111110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        705, di_re=11001000100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        706, di_re=11001001010001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        707, di_re=11001001111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        708, di_re=11001010101100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        709, di_re=11001011011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        710, di_re=11001100001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        711, di_re=11001100110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        712, di_re=11001101100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        713, di_re=11001110010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        714, di_re=11001111000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        715, di_re=11001111101111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        716, di_re=11010000011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        717, di_re=11010001001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        718, di_re=11010001111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        719, di_re=11010010101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        720, di_re=11010011011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        721, di_re=11010100001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        722, di_re=11010100111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        723, di_re=11010101100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        724, di_re=11010110010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        725, di_re=11010111000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        726, di_re=11010111110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        727, di_re=11011000100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        728, di_re=11011001010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        729, di_re=11011010000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        730, di_re=11011010110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        731, di_re=11011011100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        732, di_re=11011100010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        733, di_re=11011101000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        734, di_re=11011101110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        735, di_re=11011110100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        736, di_re=11011111011000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        737, di_re=11100000001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        738, di_re=11100000111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        739, di_re=11100001101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        740, di_re=11100010011011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        741, di_re=11100011001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        742, di_re=11100011111101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        743, di_re=11100100101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        744, di_re=11100101011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        745, di_re=11100110010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        746, di_re=11100111000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        747, di_re=11100111110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        748, di_re=11101000100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        749, di_re=11101001010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        750, di_re=11101010000111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        751, di_re=11101010111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        752, di_re=11101011101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        753, di_re=11101100011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        754, di_re=11101101001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
